,items,common_ingredients,cluster_id
1312,"['frankfurter', 'root vegetables', 'other vegetables', 'whole milk', 'whipped/sour cream', 'sliced cheese', 'frozen meals', 'frozen dessert', 'flour', 'sugar', 'coffee', 'cleaner', 'shopping bags']","['meat', 'vegetables', 'vegetables', 'milk', 'cream', 'cheese', 'flour', 'sugar']",6
1313,"['sausage', 'pork']","['meat', 'pork']",3
1314,"['root vegetables', 'other vegetables', 'yogurt']","['vegetables', 'vegetables', 'yogurt']",3
1315,"['oil', 'dish cleaner', 'newspapers']",['oil'],3
1316,['canned beer'],['beer'],3
1318,"['pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'chewing gum', 'kitchen towels']","['fruits', 'vegetables', 'vegetables', 'milk']",3
1320,"['red/blush wine', 'specialty chocolate']","['wine', 'chocolate']",3
1321,"['onions', 'vinegar', 'pet care', 'specialty bar']","['vegetables', 'vinegar']",3
1322,"['frankfurter', 'berries', 'other vegetables', 'whole milk', 'soft cheese', 'domestic eggs', 'rolls/buns', 'brown bread', 'pastry', 'shopping bags']","['meat', 'fruits', 'vegetables', 'milk', 'cheese', 'eggs', 'bread', 'bread']",3
1323,"['meat', 'beef', 'tropical fruit', 'pip fruit', 'berries', 'other vegetables', 'whole milk', 'white bread', 'brown bread', 'sugar', 'detergent']","['meat', 'beef', 'fruits', 'fruits', 'fruits', 'vegetables', 'milk', 'bread', 'bread', 'sugar']",6
1324,"['whole milk', 'canned fish', 'soda', 'bottled beer', 'hygiene articles', 'candles']","['milk', 'fish', 'soda', 'beer']",3
1326,"['hamburger meat', 'baking powder', 'sweet spreads']",['meat'],3
1328,"['bottled water', 'fruit/vegetable juice', 'bottled beer', 'prosecco']","['water', 'vegetables', 'beer', 'wine']",3
1329,"['beverages', 'pastry', 'long life bakery product', 'chocolate marshmallow']",['chocolate'],3
1330,"['whole milk', 'yogurt', 'frozen meals', 'sugar', 'coffee', 'bottled water', 'fruit/vegetable juice', 'bottled beer', 'salty snack']","['milk', 'yogurt', 'sugar', 'water', 'vegetables', 'beer']",6
1331,"['citrus fruit', 'pip fruit', 'grapes', 'other vegetables', 'dessert', 'butter milk', 'yogurt', 'domestic eggs', 'flour', 'oil', 'sugar', 'ketchup', 'detergent', 'dish cleaner']","['fruits', 'fruits', 'vegetables', 'vegetables', 'butter', 'yogurt', 'eggs', 'flour', 'oil', 'sugar', 'sauce']",1
1332,"['tropical fruit', 'whole milk', 'hard cheese', 'rolls/buns', 'cat food', 'bottled water', 'dish cleaner']","['fruits', 'milk', 'cheese', 'bread', 'water']",3
1333,"['cat food', 'soda']",['soda'],3
1334,"['whole milk', 'beverages', 'pastry', 'soda']","['milk', 'soda']",3
1335,"['soda', 'fruit/vegetable juice']","['soda', 'vegetables']",3
1336,"['sausage', 'yogurt', 'salty snack']","['meat', 'yogurt']",3
1337,"['root vegetables', 'whole milk', 'butter', 'yogurt', 'whipped/sour cream', 'soft cheese', 'cream cheese', 'domestic eggs', 'brown bread', 'jam', 'misc. beverages', 'fruit/vegetable juice', 'napkins', 'potted plants']","['vegetables', 'milk', 'butter', 'yogurt', 'cream', 'cheese', 'cheese', 'eggs', 'bread', 'vegetables']",3
1338,"['berries', 'other vegetables', 'butter milk', 'yogurt', 'soda', 'newspapers']","['fruits', 'vegetables', 'butter', 'yogurt', 'soda']",3
1339,['other vegetables'],['vegetables'],3
1340,"['sausage', 'pip fruit', 'root vegetables', 'bottled beer', 'abrasive cleaner', 'light bulbs']","['meat', 'fruits', 'vegetables', 'beer']",3
1341,"['beverages', 'bottled water', 'misc. beverages']",['water'],3
1342,"['chicken', 'root vegetables', 'roll products', 'vinegar', 'shopping bags']","['chicken', 'vegetables', 'vinegar']",3
1343,"['whole milk', 'yogurt', 'chocolate']","['milk', 'yogurt', 'chocolate']",3
1344,"['sausage', 'hard cheese', 'rolls/buns', 'canned vegetables', 'dog food']","['meat', 'cheese', 'bread', 'vegetables']",3
1345,"['ham', 'hamburger meat', 'citrus fruit', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'white bread', 'brown bread', 'sugar', 'soda', 'red/blush wine', 'dishes', 'shopping bags']","['ham', 'meat', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'milk', 'bread', 'bread', 'sugar', 'soda', 'wine']",6
1346,"['whole milk', 'brown bread']","['milk', 'bread']",3
1347,"['root vegetables', 'onions', 'whole milk', 'bottled water', 'dishes']","['vegetables', 'vegetables', 'milk', 'water']",3
1348,"['citrus fruit', 'frozen potato products']",['fruits'],3
1349,"['frankfurter', 'chicken', 'butter', 'dessert', 'butter milk', 'ice cream', 'pastry', 'oil', 'margarine', 'soda', 'salty snack', 'chocolate', 'chocolate marshmallow', 'detergent', 'hygiene articles', 'napkins', 'potted plants']","['meat', 'chicken', 'butter', 'butter', 'oil', 'margarine', 'soda', 'chocolate', 'chocolate']",3
1351,"['sausage', 'ham', 'meat', 'chicken', 'tropical fruit', 'other vegetables', 'whole milk', 'butter', 'yogurt', 'cream cheese', 'frozen vegetables', 'domestic eggs', 'rolls/buns', 'brown bread', 'semi-finished bread', 'candy', 'newspapers']","['meat', 'ham', 'meat', 'chicken', 'fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'cheese', 'vegetables', 'eggs', 'bread', 'bread', 'bread']",3
1352,"['root vegetables', 'fruit/vegetable juice', 'long life bakery product', 'potted plants']","['vegetables', 'vegetables']",3
1353,"['ham', 'tropical fruit', 'grapes', 'onions', 'other vegetables', 'yogurt', 'whipped/sour cream', 'soft cheese', 'sliced cheese', 'frozen vegetables', 'white bread', 'pastry', 'semi-finished bread', 'oil', 'cat food', 'bottled water', 'fruit/vegetable juice', 'detergent', 'house keeping products']","['ham', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'yogurt', 'cream', 'cheese', 'cheese', 'vegetables', 'bread', 'bread', 'oil', 'water', 'vegetables']",3
1355,"['citrus fruit', 'frozen meals', 'canned beer', 'red/blush wine', 'salty snack']","['fruits', 'beer', 'wine']",3
1357,"['other vegetables', 'chocolate']","['vegetables', 'chocolate']",3
1358,"['whole milk', 'white bread', 'pastry']","['milk', 'bread']",3
1359,"['zwieback', 'oil', 'mustard', 'chocolate']","['oil', 'herbs', 'chocolate']",2
1360,"['chicken', 'other vegetables', 'whole milk', 'domestic eggs', 'pastry', 'canned beer']","['chicken', 'vegetables', 'milk', 'eggs', 'beer']",3
1361,"['butter', 'yogurt', 'dog food']","['butter', 'yogurt']",3
1362,"['ham', 'dessert', 'frozen meals', 'frozen dessert', 'white bread', 'sweet spreads', 'soda', 'long life bakery product', 'specialty bar', 'hygiene articles', 'newspapers', 'shopping bags']","['ham', 'bread', 'soda']",3
1363,"['whole milk', 'butter milk', 'soda', 'chewing gum', 'shopping bags']","['milk', 'butter', 'soda']",3
1364,"['citrus fruit', 'misc. beverages', 'liquor', 'cling film/bags']",['fruits'],3
1365,"['ham', 'herbs', 'other vegetables', 'curd', 'yogurt', 'cream cheese', 'light bulbs']","['ham', 'herbs', 'vegetables', 'yogurt', 'cheese']",5
1366,['canned beer'],['beer'],3
1367,"['frankfurter', 'packaged fruit/vegetables', 'brown bread', 'margarine', 'waffles']","['meat', 'vegetables', 'bread', 'margarine']",3
1368,"['chicken', 'tropical fruit', 'candy', 'shopping bags']","['chicken', 'fruits']",3
1369,"['frankfurter', 'bottled beer']","['meat', 'beer']",3
1370,['bottled beer'],['beer'],3
1371,"['other vegetables', 'cream cheese', 'coffee', 'dishes']","['vegetables', 'cheese']",3
1373,"['chicken', 'whole milk']","['chicken', 'milk']",3
1374,"['sausage', 'meat', 'grapes', 'other vegetables', 'yogurt', 'soft cheese', 'domestic eggs', 'rolls/buns', 'margarine', 'soda', 'chocolate']","['meat', 'meat', 'vegetables', 'vegetables', 'yogurt', 'cheese', 'eggs', 'bread', 'margarine', 'soda', 'chocolate']",3
1375,['canned beer'],['beer'],3
1376,"['yogurt', 'chocolate']","['yogurt', 'chocolate']",3
1377,"['frozen meals', 'pet care', 'soda']",['soda'],3
1378,"['canned fruit', 'meat spreads', 'bottled water']","['fruits', 'meat', 'water']",6
1379,"['butter', 'waffles', 'chocolate']","['butter', 'chocolate']",3
1380,"['yogurt', 'pastry', 'semi-finished bread', 'soda', 'shopping bags']","['yogurt', 'bread', 'soda']",3
1381,"['citrus fruit', 'whole milk', 'soft cheese', 'canned beer']","['fruits', 'milk', 'cheese', 'beer']",3
1382,"['meat', 'yogurt']","['meat', 'yogurt']",3
1383,"['root vegetables', 'butter', 'frozen vegetables', 'salty snack']","['vegetables', 'butter', 'vegetables']",3
1384,"['frankfurter', 'sausage', 'whole milk', 'butter', 'dessert', 'pastry', 'fruit/vegetable juice']","['meat', 'meat', 'milk', 'butter', 'vegetables']",3
1385,"['tropical fruit', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'frozen meals', 'white bread', 'instant coffee', 'soda', 'female sanitary products', 'newspapers', 'potted plants', 'shopping bags']","['fruits', 'vegetables', 'vegetables', 'milk', 'bread', 'soda']",3
1386,"['yogurt', 'sugar', 'instant coffee']","['yogurt', 'sugar']",6
1387,"['root vegetables', 'other vegetables', 'white bread', 'sparkling wine']","['vegetables', 'vegetables', 'bread', 'wine']",3
1388,"['yogurt', 'rolls/buns', 'pastry', 'soda']","['yogurt', 'bread', 'soda']",3
1389,['oil'],['oil'],3
1390,"['citrus fruit', 'pip fruit', 'grapes', 'berries', 'soft cheese', 'rolls/buns', 'oil', 'shopping bags']","['fruits', 'fruits', 'vegetables', 'fruits', 'cheese', 'bread', 'oil']",3
1391,"['beef', 'root vegetables', 'whole milk', 'butter milk', 'yogurt', 'beverages', 'cream cheese', 'sweet spreads', 'soda', 'chocolate']","['beef', 'vegetables', 'milk', 'butter', 'yogurt', 'cheese', 'soda', 'chocolate']",3
1392,"['citrus fruit', 'onions', 'other vegetables', 'whole milk', 'cream cheese', 'domestic eggs', 'sugar', 'bottled water', 'bottled beer', 'long life bakery product', 'seasonal products', 'napkins']","['fruits', 'vegetables', 'vegetables', 'milk', 'cheese', 'eggs', 'sugar', 'water', 'beer']",6
1395,['bottled water'],['water'],3
1396,"['sausage', 'domestic eggs', 'coffee', 'soda']","['meat', 'eggs', 'soda']",3
1397,['herbs'],['herbs'],5
1398,"['dog food', 'soda', 'fruit/vegetable juice', 'bottled beer']","['soda', 'vegetables', 'beer']",3
1399,"['packaged fruit/vegetables', 'whole milk', 'pastry', 'bottled water', 'soda', 'misc. beverages', 'chewing gum', 'specialty bar', 'hygiene articles', 'potted plants', 'shopping bags']","['vegetables', 'milk', 'water', 'soda']",3
1400,"['frankfurter', 'pork', 'specialty fat', 'specialty bar']","['meat', 'pork']",3
1401,"['finished products', 'beef', 'tropical fruit', 'spread cheese', 'rolls/buns', 'waffles', 'chocolate', 'specialty chocolate', 'hair spray', 'shopping bags']","['beef', 'fruits', 'cheese', 'bread', 'chocolate', 'chocolate']",3
1402,['oil'],['oil'],3
1404,"['herbs', 'potted plants']",['herbs'],5
1405,"['sausage', 'other vegetables', 'sliced cheese', 'rolls/buns', 'coffee', 'soda', 'shopping bags']","['meat', 'vegetables', 'cheese', 'bread', 'soda']",3
1406,"['whole milk', 'sugar', 'pudding powder']","['milk', 'sugar']",6
1407,"['sausage', 'waffles']",['meat'],3
1408,['soda'],['soda'],3
1409,"['whole milk', 'bottled water', 'soda', 'canned beer']","['milk', 'water', 'soda', 'beer']",3
1410,"['root vegetables', 'whole milk', 'brown bread', 'brandy', 'detergent', 'dish cleaner', 'female sanitary products', 'napkins', 'shopping bags']","['vegetables', 'milk', 'bread', 'brandy']",3
1411,['sugar'],['sugar'],6
1412,"['cream cheese', 'dishes']",['cheese'],3
1413,"['other vegetables', 'misc. beverages', 'long life bakery product', 'chocolate', 'candy', 'shopping bags']","['vegetables', 'chocolate']",3
1414,"['frozen fruits', 'detergent']",['fruits'],3
1415,['whipped/sour cream'],['cream'],3
1416,['yogurt'],['yogurt'],3
1417,"['pork', 'beef', 'other vegetables', 'yogurt', 'shopping bags']","['pork', 'beef', 'vegetables', 'yogurt']",3
1418,"['grapes', 'butter', 'domestic eggs', 'salt', 'sugar', 'baking powder']","['vegetables', 'butter', 'eggs', 'salt', 'sugar']",1
1419,"['whole milk', 'soda']","['milk', 'soda']",3
1420,"['sausage', 'ham', 'citrus fruit', 'grapes', 'berries', 'butter milk', 'frozen meals', 'domestic eggs', 'cat food', 'coffee', 'bottled water', 'soda', 'fruit/vegetable juice', 'waffles', 'hygiene articles']","['meat', 'ham', 'fruits', 'vegetables', 'fruits', 'butter', 'eggs', 'water', 'soda', 'vegetables']",3
1421,['canned beer'],['beer'],3
1422,"['meat', 'hamburger meat', 'spices', 'coffee']","['meat', 'meat', 'herbs']",5
1423,['soda'],['soda'],3
1424,['bottled beer'],['beer'],3
1425,"['whole milk', 'yogurt']","['milk', 'yogurt']",3
1426,"['chicken', 'whole milk']","['chicken', 'milk']",3
1427,['pip fruit'],['fruits'],3
1428,"['pork', 'UHT-milk', 'rolls/buns', 'margarine']","['pork', 'milk', 'bread', 'margarine']",3
1429,['oil'],['oil'],3
1430,"['whole milk', 'shopping bags']",['milk'],3
1431,"['pip fruit', 'root vegetables', 'whole milk', 'rolls/buns', 'pastry', 'coffee', 'chocolate']","['fruits', 'vegetables', 'milk', 'bread', 'chocolate']",3
1432,"['root vegetables', 'coffee', 'detergent']",['vegetables'],3
1433,"['ham', 'whole milk', 'curd', 'dessert']","['ham', 'milk']",3
1434,"['ice cream', 'soda', 'bottled beer', 'chocolate marshmallow']","['soda', 'beer', 'chocolate']",3
1435,"['sausage', 'whole milk', 'brown bread', 'soda']","['meat', 'milk', 'bread', 'soda']",3
1437,"['oil', 'female sanitary products', 'cling film/bags']",['oil'],3
1438,"['tropical fruit', 'pip fruit', 'grapes', 'ice cream', 'frozen potato products', 'rolls/buns', 'pastry', 'soda', 'misc. beverages', 'salty snack', 'long life bakery product', 'chewing gum', 'specialty bar', 'napkins', 'photo/film']","['fruits', 'fruits', 'vegetables', 'bread', 'soda']",3
1440,"['UHT-milk', 'coffee']",['milk'],3
1441,"['meat', 'bottled beer', 'shopping bags']","['meat', 'beer']",3
1442,"['grapes', 'root vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'condensed milk', 'roll products', 'oil', 'bottled water', 'fruit/vegetable juice']","['vegetables', 'vegetables', 'milk', 'butter', 'cream', 'milk', 'oil', 'water', 'vegetables']",3
1443,"['liver loaf', 'tropical fruit', 'pip fruit', 'grapes', 'whole milk', 'curd', 'whipped/sour cream', 'frozen vegetables', 'baking powder']","['meat', 'fruits', 'fruits', 'vegetables', 'milk', 'cream', 'vegetables']",3
1444,"['beef', 'root vegetables', 'other vegetables', 'soda', 'bottled beer', 'hygiene articles']","['beef', 'vegetables', 'vegetables', 'soda', 'beer']",3
1445,"['root vegetables', 'whole milk', 'butter', 'domestic eggs', 'flour', 'oil', 'sugar', 'baking powder', 'white wine', 'specialty chocolate', 'shopping bags']","['vegetables', 'milk', 'butter', 'eggs', 'flour', 'oil', 'sugar', 'wine', 'chocolate']",1
1446,"['pork', 'brown bread', 'bottled water', 'fruit/vegetable juice']","['pork', 'bread', 'water', 'vegetables']",3
1447,"['butter milk', 'shopping bags']",['butter'],3
1448,"['brown bread', 'specialty chocolate', 'shopping bags']","['bread', 'chocolate']",3
1449,"['herbs', 'curd', 'roll products', 'vinegar', 'canned beer', 'newspapers']","['herbs', 'vinegar', 'beer']",5
1451,['brandy'],['brandy'],3
1452,"['pastry', 'sugar', 'bottled beer', 'long life bakery product', 'shopping bags']","['sugar', 'beer']",6
1453,"['beverages', 'soda', 'chocolate']","['soda', 'chocolate']",3
1454,['UHT-milk'],['milk'],3
1455,"['cream cheese', 'pasta', 'jam', 'sweet spreads', 'coffee', 'soda', 'chocolate']","['cheese', 'pasta', 'soda', 'chocolate']",3
1456,"['rolls/buns', 'liquor', 'red/blush wine']","['bread', 'wine']",3
1457,['rolls/buns'],['bread'],3
1458,"['rolls/buns', 'bottled water']","['bread', 'water']",3
1459,"['sausage', 'whole milk', 'brown bread', 'pastry']","['meat', 'milk', 'bread']",3
1460,"['hard cheese', 'rolls/buns', 'soda', 'shopping bags']","['cheese', 'bread', 'soda']",3
1461,['canned beer'],['beer'],3
1462,['canned beer'],['beer'],3
1463,"['citrus fruit', 'tropical fruit', 'berries', 'yogurt', 'cream cheese', 'brown bread', 'meat spreads']","['fruits', 'fruits', 'fruits', 'yogurt', 'cheese', 'bread', 'meat']",3
1464,['yogurt'],['yogurt'],3
1465,"['yogurt', 'beverages', 'rolls/buns', 'fruit/vegetable juice', 'potted plants']","['yogurt', 'bread', 'vegetables']",3
1467,"['tropical fruit', 'frozen vegetables']","['fruits', 'vegetables']",3
1468,"['citrus fruit', 'other vegetables', 'whole milk', 'butter', 'frozen vegetables', 'rolls/buns', 'brown bread', 'fruit/vegetable juice', 'cleaner']","['fruits', 'vegetables', 'milk', 'butter', 'vegetables', 'bread', 'bread', 'vegetables']",3
1469,['rolls/buns'],['bread'],3
1470,"['whipped/sour cream', 'salty snack']",['cream'],3
1471,"['citrus fruit', 'whole milk', 'butter milk', 'whipped/sour cream']","['fruits', 'milk', 'butter', 'cream']",6
1472,['butter milk'],['butter'],3
1473,"['other vegetables', 'whole milk', 'soups', 'bottled water', 'bottled beer']","['vegetables', 'milk', 'water', 'beer']",3
1474,['canned beer'],['beer'],3
1475,"['soda', 'fruit/vegetable juice']","['soda', 'vegetables']",3
1476,"['tropical fruit', 'whole milk']","['fruits', 'milk']",6
1477,"['coffee', 'soda', 'bottled beer', 'liquor (appetizer)', 'bathroom cleaner']","['soda', 'beer']",3
1478,"['ham', 'other vegetables', 'whole milk', 'frozen vegetables']","['ham', 'vegetables', 'milk', 'vegetables']",3
1479,['whipped/sour cream'],['cream'],3
1480,"['citrus fruit', 'tropical fruit', 'whole milk', 'rolls/buns', 'bottled water', 'long life bakery product', 'decalcifier', 'newspapers']","['fruits', 'fruits', 'milk', 'bread', 'water']",6
1481,"['dessert', 'fruit/vegetable juice', 'newspapers']",['vegetables'],3
1482,"['whole milk', 'rolls/buns']","['milk', 'bread']",3
1483,['canned beer'],['beer'],3
1484,"['rolls/buns', 'soda']","['bread', 'soda']",3
1485,"['fish', 'dessert', 'yogurt', 'cling film/bags']","['fish', 'yogurt']",3
1486,"['meat', 'other vegetables', 'rolls/buns', 'fruit/vegetable juice', 'cling film/bags']","['meat', 'vegetables', 'bread', 'vegetables']",3
1487,"['sausage', 'rolls/buns']","['meat', 'bread']",3
1488,"['other vegetables', 'oil', 'margarine', 'dishes']","['vegetables', 'oil', 'margarine']",3
1489,"['tropical fruit', 'other vegetables', 'waffles', 'napkins']","['fruits', 'vegetables']",3
1491,"['citrus fruit', 'coffee']",['fruits'],3
1492,"['tropical fruit', 'root vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'rolls/buns', 'margarine', 'bottled water']","['fruits', 'vegetables', 'milk', 'yogurt', 'cream', 'eggs', 'bread', 'margarine', 'water']",3
